ACCEPT IT	EXCEPT AT
FAIL MIX	MAIL FIX
FAIL MIXED	MAIL FIXED
FAIL MONEY	MAIL FUNNY
FAIL MOOD	MAIL FOOD
FAIL MORE	MAIL FOR
FAIL NAME	NAIL FAME
FAIL NEAR	NAIL FEAR
FAIL NEED	NAIL FEED
FAIL NIGHT	NAIL FIGHT
FAIL NINE	NAIL FINE
FAIL NONE	NAIL FUN
FAIL NOR	NAIL FOR
FAIL NORM	NAIL FORM
FAIL NORMAL	NAIL FORMAL
FAIL NORTH	NAIL FORTH
FAIL ONE	WHALE FUN
FAIL PACE	PALE FACE
FAIL PAIR	PALE FAIR
FAIL PAN	PALE FAN
FAIL PASSION	PALE FASHION
FAIL PAST	PALE FAST
FAIL PASTOR	PALE FASTER
FAIL PEEL	PALE FEEL
FAIL PEER	PALE FEAR
FAIL PILE	PALE FILE
FAIL PILL	PALE FILL
FAIL PINE	PALE FINE
FAIL PIT	PALE FIT
FAIL PLEA	PALE FLEE
FAIL POOL	PALE FOOL
FAIL PORK	PALE FORK
FAIL POSITION	PALE PHYSICIAN
FAIL POUND	PALE FOUND
FAIL POUR	PALE FOR
FAIL PRAISE	PALE PHRASE
FAIL PULL	PALE FULL
FAIL PUT	PALE FOOT
FAIL RACE	RAIL FACE
FAIL RAISE	RAIL PHASE
FAIL RARE	RAIL FAIR
FAIL RARELY	RAIL FAIRLY
FAIL RAT	RAIL FAT
FAIL RATE	RAIL FATE
FAIL REAL	RAIL FEEL
FAIL RIGHT	RAIL FIGHT
FAIL ROUND	RAIL FOUND
FAIL RUDE	RAIL FOOD
FAIL RULE	RAIL FOOL
FAIL RUN	RAIL FUN
FAIL SAKE	SAIL FAKE
FAIL SALT	SAIL FAULT
FAIL SAME	SAIL FAME
FAIL SEA	SAIL FEE
FAIL SEAL	SAIL FEEL
FAIL SEE	SAIL FEE
FAIL SEED	SAIL FEED
FAIL SENSE	SAIL FENCE
FAIL SIGHT	SAIL FIGHT
FAIL SIGN	SAIL FINE
FAIL SIT	SAIL FIT
FAIL SITE	SAIL FIGHT
FAIL SIX	SAIL FIX
FAIL SLIGHT	SAIL FLIGHT
FAIL SLIP	SAIL FLIP
FAIL SLOW	SAIL FLOW
FAIL SON	SAIL FUN
FAIL SOUND	SAIL FOUND
FAIL SOURCE	SAIL FORCE
FAIL SUCK	SAIL FUCK
FAIL SUN	SAIL FUN
FAIL SUNNY	SAIL FUNNY
FAIL TAKE	TAIL FAKE
FAIL TEA	TAIL FEE
FAIL TEACHER	TAIL FEATURE
FAIL TEAR	TAIL FAIR
FAIL TERM	TAIL FIRM
FAIL TIGHT	TAIL FIGHT
FAIL TILL	TAIL FILL
FAIL TIRE	TAIL FIRE
FAIL TONE	TAIL PHONE
FAIL TOOL	TAIL FOOL
FAIL TREE	TAIL FREE
FAIL TREND	TAIL FRIEND
FAIL TUCK	TAIL FUCK
FAIL WAIT	WHALE FATE
FAIL WAKE	WHALE FAKE
FAIL WAR	WHALE FOR
FAIL WARM	WHALE FORM
FAIL WE	WHALE FEE
FAIL WEAR	WHALE FAIR
FAIL WEED	WHALE FEED
FAIL WEIGHT	WHALE FATE
FAIL WHEEL	WHALE FEEL
FAIL WHERE	WHALE FAIR
FAIL WHILE	WHALE FILE
FAIL WHITE	WHALE FIGHT
FAIL WILL	WHALE FILL
FAIL WIND	WHALE FIND
FAIL WINE	WHALE FINE
FAIL WIRE	WHALE FIRE
FAIL WISH	WHALE FISH
FAIL WITNESS	WHALE FITNESS
FAIL WOUND	WHALE FOUND
FAIL WRIST	RAIL FIST
FAIL WRITE	RAIL FIGHT
FAIL WRITER	RAIL FIGHTER
FAIL WRITING	RAIL FIGHTING
FAIR BAKE	BARE FAKE
FAIR BAN	BARE FAN
FAIR BAR	BARE FAR
FAIR BARELY	BARE FAIRLY
FAIR BASE	BARE FACE
FAIR BAT	BARE FAT
FAIR BE	BARE FEE
FAIR BEE	BARE FEE
FAIR BEER	BARE FEAR
FAIR BILL	BARE FILL
FAIR BIND	BARE FIND
FAIR BIT	BARE FIT
FAIR BITE	BARE FIGHT
FAIR BLAME	BARE FLAME
FAIR BLOOD	BARE FLOOD
FAIR BLOW	BARE FLOW
FAIR BOLD	BARE FOLD
FAIR BONE	BARE PHONE
FAIR BOTHER	BARE FATHER
FAIR BREEZE	BARE FREEZE
FAIR BROAD	BARE FRAUD
FAIR BUCK	BARE FUCK
FAIR BULL	BARE FULL
FAIR BURST	BARE FIRST
FAIR BUYER	BARE FIRE
FAIR CAKE	CARE FAKE
FAIR CAN	CARE FAN
FAIR CAR	CARE FAR
FAIR CASE	CARE FACE
FAIR CAST	CARE FAST
FAIR CAT	CARE FAT
FAIR CHARM	CHAIR FARM
FAIR CHASE	CHAIR FACE
FAIR CHAT	CHAIR FAT
FAIR CHEER	CHAIR FEAR
FAIR CLAIM	CARE FLAME
FAIR CLIP	CARE FLIP
FAIR COLD	CARE FOLD
FAIR COOL	CARE FOOL
FAIR CORE	CARE FOR
FAIR CORPS	CARE FOR
FAIR COURSE	CARE FORCE
FAIR CREEK	CARE FREAK
FAIR CUE	CARE FEW
FAIR DATE	DARE FATE
FAIR DEAL	DARE FEEL
FAIR DEAR	DARE FEAR
FAIR DEER	DARE FEAR
FAIR DISH	DARE FISH
FAIR DOLL	DARE FALL
FAIR DOOR	DARE FOR
FAIR DRUM	DARE FROM
FAIR DUCK	DARE FUCK
FAIR DUDE	DARE FOOD
FAIR HARM	HAIR FARM
FAIR HAT	HAIR FAT
FAIR HATE	HAIR FATE
FAIR HE	HAIR FEE
FAIR HEAL	HAIR FEEL
FAIR HEAR	HAIR FEAR
FAIR HEEL	HAIR FEEL
FAIR HEIGHT	HAIR FIGHT
FAIR HENCE	HAIR FENCE
FAIR HERE	HAIR FEAR
FAIR HILL	HAIR FILL
FAIR HIRE	HAIR FIRE
FAIR HIT	HAIR FIT
FAIR HOLD	HAIR FOLD
FAIR HONEY	HAIR FUNNY
FAIR HORSE	HAIR FORCE
FAIR KEY	CARE FEE
FAIR KILL	CARE FILL
FAIR KIND	CARE FIND
FAIR KIT	CARE FIT
FAIR ONE	WEAR FUN
FAIR PACE	PAIR FACE
FAIR PALE	PAIR FAIL
FAIR PAN	PAIR FAN
FAIR PASSION	PAIR FASHION
FAIR PAST	PAIR FAST
FAIR PASTOR	PAIR FASTER
FAIR PEEL	PAIR FEEL
FAIR PEER	PAIR FEAR
FAIR PILE	PAIR FILE
FAIR PILL	PAIR FILL
FAIR PINE	PAIR FINE
FAIR PIT	PAIR FIT
FAIR PLEA	PAIR FLEE
FAIR POOL	PAIR FOOL
FAIR PORK	PAIR FORK
FAIR POSITION	PAIR PHYSICIAN
FAIR POUND	PAIR FOUND
FAIR POUR	PAIR FOR
FAIR PRAISE	PAIR PHRASE
FAIR PULL	PAIR FULL
FAIR PUT	PAIR FOOT
FAIR RACE	RARE FACE
FAIR RAIL	RARE FAIL
FAIR RAISE	RARE PHASE
FAIR RARELY	RARE FAIRLY
FAIR RAT	RARE FAT
FAIR RATE	RARE FATE
FAIR REAL	RARE FEEL
FAIR RIGHT	RARE FIGHT
FAIR ROUND	RARE FOUND
FAIR RUDE	RARE FOOD
FAIR RULE	RARE FOOL
FAIR RUN	RARE FUN
FAIR SHADE	SHARE FADE
FAIR SHAKE	SHARE FAKE
FAIR SHAME	SHARE FAME
FAIR SHE	SHARE FEE
FAIR SHEER	SHARE FEAR
FAIR SHIELD	SHARE FIELD
FAIR SHINE	SHARE FINE
FAIR SHORE	SHARE FOR
FAIR TAIL	TEAR FAIL
FAIR TAKE	TEAR FAKE
FAIR TALE	TEAR FAIL
FAIR TEA	TEAR FEE
FAIR TEACHER	TEAR FEATURE
FAIR TERM	TEAR FIRM
FAIR THAN	THEIR FAN
FAIR THAT	THEIR FAT
FAIR TIGHT	TEAR FIGHT
FAIR TILL	TEAR FILL
FAIR TIRE	TEAR FIRE
FAIR TONE	TEAR PHONE
FAIR TOOL	TEAR FOOL
FAIR TREE	TEAR FREE
FAIR TREND	TEAR FRIEND
FAIR TUCK	TEAR FUCK
FAIR WAIT	WEAR FATE
FAIR WAKE	WEAR FAKE
FAIR WAR	WEAR FOR
FAIR WARM	WEAR FORM
FAIR WE	WEAR FEE
FAIR WEED	WEAR FEED
FAIR WEIGHT	WEAR FATE
FAIR WHALE	WEAR FAIL
FAIR WHEEL	WEAR FEEL
FAIR WHILE	WEAR FILE
FAIR WHITE	WEAR FIGHT
FAIR WILL	WEAR FILL
FAIR WIND	WEAR FIND
FAIR WINE	WEAR FINE
FAIR WIRE	WEAR FIRE
FAIR WISH	WEAR FISH
FAIR WITNESS	WEAR FITNESS
FAIR WOUND	WEAR FOUND
FAIR WRIST	RARE FIST
FAIR WRITE	RARE FIGHT
FAIR WRITER	RARE FIGHTER
FAIR WRITING	RARE FIGHTING
FAIRLY BAKE	BARELY FAKE
FAIRLY BAN	BARELY FAN
FAIRLY BAR	BARELY FAR
FAIRLY BARE	BARELY FAIR
FAIRLY BASE	BARELY FACE
FAIRLY BAT	BARELY FAT
FAIRLY BE	BARELY FEE
FAIRLY BEAR	BARELY FAIR
FAIRLY BEE	BARELY FEE
FAIRLY BEER	BARELY FEAR
FAIRLY BILL	BARELY FILL
FAIRLY BIND	BARELY FIND
FAIRLY BIT	BARELY FIT
FAIRLY BITE	BARELY FIGHT
FAIRLY BLAME	BARELY FLAME
FAIRLY BLOOD	BARELY FLOOD
FAIRLY BLOW	BARELY FLOW
FAIRLY BOLD	BARELY FOLD
FAIRLY BONE	BARELY PHONE
FAIRLY BOTHER	BARELY FATHER
FAIRLY BREEZE	BARELY FREEZE
FAIRLY BROAD	BARELY FRAUD
FAIRLY BUCK	BARELY FUCK
FAIRLY BULL	BARELY FULL
FAIRLY BURST	BARELY FIRST
FAIRLY BUYER	BARELY FIRE
FAIRLY RACE	RARELY FACE
FAIRLY RAIL	RARELY FAIL
FAIRLY RAISE	RARELY PHASE
FAIRLY RARE	RARELY FAIR
FAIRLY RAT	RARELY FAT
FAIRLY RATE	RARELY FATE
FAIRLY REAL	RARELY FEEL
FAIRLY RIGHT	RARELY FIGHT
FAIRLY ROUND	RARELY FOUND
FAIRLY RUDE	RARELY FOOD
FAIRLY RULE	RARELY FOOL
FAIRLY RUN	RARELY FUN
FAIRLY WRIST	RARELY FIST
FAIRLY WRITE	RARELY FIGHT
FAIRLY WRITER	RARELY FIGHTER
FAIRLY WRITING	RARELY FIGHTING
FAKE BAN	BAKE FAN
FAKE BAR	BAKE FAR
FAKE BARE	BAKE FAIR
FAKE BARELY	BAKE FAIRLY
FAKE BASE	BAKE FACE
FAKE BAT	BAKE FAT
FAKE BE	BAKE FEE
FAKE BEAR	BAKE FAIR
FAKE BEE	BAKE FEE
FAKE BEER	BAKE FEAR
FAKE BILL	BAKE FILL
FAKE BIND	BAKE FIND
FAKE BIT	BAKE FIT
FAKE BITE	BAKE FIGHT
FAKE BLAME	BAKE FLAME
FAKE BLOOD	BAKE FLOOD
FAKE BLOW	BAKE FLOW
FAKE BOLD	BAKE FOLD
FAKE BONE	BAKE PHONE
FAKE BOTHER	BAKE FATHER
FAKE BREEZE	BAKE FREEZE
FAKE BROAD	BAKE FRAUD
FAKE BUCK	BAKE FUCK
FAKE BULL	BAKE FULL
FAKE BURST	BAKE FIRST
FAKE BUYER	BAKE FIRE
FAKE CAN	CAKE FAN
FAKE CAR	CAKE FAR
FAKE CARE	CAKE FAIR
FAKE CASE	CAKE FACE
FAKE CAST	CAKE FAST
FAKE CAT	CAKE FAT
FAKE CEILING	SAKE FEELING
FAKE CITE	SAKE FIGHT
FAKE CLAIM	CAKE FLAME
FAKE CLIP	CAKE FLIP
FAKE COLD	CAKE FOLD
FAKE COOL	CAKE FOOL
FAKE CORE	CAKE FOR
FAKE CORPS	CAKE FOR
FAKE COURSE	CAKE FORCE
FAKE CREEK	CAKE FREAK
FAKE CUE	CAKE FEW
FAKE KEY	CAKE FEE
FAKE KILL	CAKE FILL
FAKE KIND	CAKE FIND
FAKE KIT	CAKE FIT
FAKE LAST	LAKE FAST
FAKE LATE	LAKE FATE
FAKE LIAR	LAKE FIRE
FAKE LIGHT	LAKE FIGHT
FAKE LINE	LAKE FINE
FAKE LIST	LAKE FIST
FAKE LIVE	LAKE FIVE
FAKE LOAN	LAKE PHONE
FAKE LUCK	LAKE FUCK
FAKE MAIL	MAKE FAIL
FAKE MALE	MAKE FAIL
FAKE MAN	MAKE FAN
FAKE MASTER	MAKE FASTER
FAKE MATE	MAKE FATE
FAKE ME	MAKE FEE
FAKE MEAL	MAKE FEEL
FAKE MERE	MAKE FEAR
FAKE MIGHT	MAKE FIGHT
FAKE MILE	MAKE FILE
FAKE MILL	MAKE FILL
FAKE MIND	MAKE FIND
FAKE MINE	MAKE FINE
FAKE MIX	MAKE FIX
FAKE MIXED	MAKE FIXED
FAKE MONEY	MAKE FUNNY
FAKE MOOD	MAKE FOOD
FAKE MORE	MAKE FOR
FAKE ONE	WAKE FUN
FAKE SAIL	SAKE FAIL
FAKE SALE	SAKE FAIL
FAKE SALT	SAKE FAULT
FAKE SAME	SAKE FAME
FAKE SEA	SAKE FEE
FAKE SEAL	SAKE FEEL
FAKE SEE	SAKE FEE
FAKE SEED	SAKE FEED
FAKE SENSE	SAKE FENCE
FAKE SHADE	SHAKE FADE
FAKE SHAME	SHAKE FAME
FAKE SHARE	SHAKE FAIR
FAKE SHE	SHAKE FEE
FAKE SHEER	SHAKE FEAR
FAKE SHIELD	SHAKE FIELD
FAKE SHINE	SHAKE FINE
FAKE SHORE	SHAKE FOR
FAKE SIGHT	SAKE FIGHT
FAKE SIGN	SAKE FINE
FAKE SIT	SAKE FIT
FAKE SITE	SAKE FIGHT
FAKE SIX	SAKE FIX
FAKE SLIGHT	SAKE FLIGHT
FAKE SLIP	SAKE FLIP
FAKE SLOW	SAKE FLOW
FAKE SON	SAKE FUN
FAKE SOUND	SAKE FOUND
FAKE SOURCE	SAKE FORCE
FAKE SUCK	SAKE FUCK
FAKE SUN	SAKE FUN
FAKE SUNNY	SAKE FUNNY
FAKE TAIL	TAKE FAIL
FAKE TALE	TAKE FAIL
FAKE TEA	TAKE FEE
FAKE TEACHER	TAKE FEATURE
FAKE TEAR	TAKE FAIR
FAKE TERM	TAKE FIRM
FAKE TIGHT	TAKE FIGHT
FAKE TILL	TAKE FILL
FAKE TIRE	TAKE FIRE
FAKE TONE	TAKE PHONE
FAKE TOOL	TAKE FOOL
FAKE TREE	TAKE FREE
FAKE TREND	TAKE FRIEND
FAKE TUCK	TAKE FUCK
FAKE WAIT	WAKE FATE
FAKE WAR	WAKE FOR
FAKE WARM	WAKE FORM
FAKE WE	WAKE FEE
FAKE WEAR	WAKE FAIR
FAKE WEED	WAKE FEED
FAKE WEIGHT	WAKE FATE
FAKE WHALE	WAKE FAIL
FAKE WHEEL	WAKE FEEL
FAKE WHERE	WAKE FAIR
FAKE WHILE	WAKE FILE
FAKE WHITE	WAKE FIGHT
FAKE WILL	WAKE FILL
FAKE WIND	WAKE FIND
FAKE WINE	WAKE FINE
FAKE WIRE	WAKE FIRE
FAKE WISH	WAKE FISH
FAKE WITNESS	WAKE FITNESS
FAKE WOUND	WAKE FOUND
FALL DARE	DOLL FAIR
FALL DATE	DOLL FATE
FALL DEAL	DOLL FEEL
FALL DEAR	DOLL FEAR
FALL DEER	DOLL FEAR
FALL DISH	DOLL FISH
FALL DOOR	DOLL FOR
FALL DRUM	DOLL FROM
FALL DUCK	DOLL FUCK
FALL DUDE	DOLL FOOD
FAME CEILING	SAME FEELING
FAME CITE	SAME FIGHT
FAME GATE	GAME FATE
FAME GAZE	GAME PHASE
FAME GEAR	GAME FEAR
FAME GOLD	GAME FOLD
FAME GREEK	GAME FREAK
FAME GUN	GAME FUN
FAME KNEE	NAME FEE
FAME KNOWN	NAME PHONE
FAME NAIL	NAME FAIL
FAME NEAR	NAME FEAR
FAME NEED	NAME FEED
FAME NIGHT	NAME FIGHT
FAME NINE	NAME FINE
FAME NONE	NAME FUN
FAME NOR	NAME FOR
FAME NORM	NAME FORM
FAME NORMAL	NAME FORMAL
FAME NORTH	NAME FORTH
FAME SAIL	SAME FAIL
FAME SAKE	SAME FAKE
FAME SALE	SAME FAIL
FAME SALT	SAME FAULT
FAME SEA	SAME FEE
FAME SEAL	SAME FEEL
FAME SEE	SAME FEE
FAME SEED	SAME FEED
FAME SENSE	SAME FENCE
FAME SHADE	SHAME FADE
FAME SHAKE	SHAME FAKE
FAME SHARE	SHAME FAIR
FAME SHE	SHAME FEE
FAME SHEER	SHAME FEAR
FAME SHIELD	SHAME FIELD
FAME SHINE	SHAME FINE
FAME SHORE	SHAME FOR
FAME SIGHT	SAME FIGHT
FAME SIGN	SAME FINE
FAME SIT	SAME FIT
FAME SITE	SAME FIGHT
FAME SIX	SAME FIX
FAME SLIGHT	SAME FLIGHT
FAME SLIP	SAME FLIP
FAME SLOW	SAME FLOW
FAME SON	SAME FUN
FAME SOUND	SAME FOUND
FAME SOURCE	SAME FORCE
FAME SUCK	SAME FUCK
FAME SUN	SAME FUN
FAME SUNNY	SAME FUNNY
FAN BAKE	BAN FAKE
FAN BAR	BAN FAR
FAN BARE	BAN FAIR
FAN BARELY	BAN FAIRLY
FAN BASE	BAN FACE
FAN BAT	BAN FAT
FAN BE	BAN FEE
FAN BEAR	BAN FAIR
FAN BEE	BAN FEE
FAN BEER	BAN FEAR
FAN BILL	BAN FILL
FAN BIND	BAN FIND
FAN BIT	BAN FIT
FAN BITE	BAN FIGHT
FAN BLAME	BAN FLAME
FAN BLOOD	BAN FLOOD
FAN BLOW	BAN FLOW
FAN BOLD	BAN FOLD
FAN BONE	BAN PHONE
FAN BOTHER	BAN FATHER
FAN BREEZE	BAN FREEZE
FAN BROAD	BAN FRAUD
FAN BUCK	BAN FUCK
FAN BULL	BAN FULL
FAN BURST	BAN FIRST
FAN BUYER	BAN FIRE
FAN CAKE	CAN FAKE
FAN CAR	CAN FAR
FAN CARE	CAN FAIR
FAN CASE	CAN FACE
FAN CAST	CAN FAST
FAN CAT	CAN FAT
FAN CLAIM	CAN FLAME
FAN CLIP	CAN FLIP
FAN COLD	CAN FOLD
FAN COOL	CAN FOOL
FAN CORE	CAN FOR
FAN CORPS	CAN FOR
FAN COURSE	CAN FORCE
FAN CREEK	CAN FREAK
FAN CUE	CAN FEW
FAN KEY	CAN FEE
FAN KILL	CAN FILL
FAN KIND	CAN FIND
FAN KIT	CAN FIT
FAN MAIL	MAN FAIL
FAN MAKE	MAN FAKE
FAN MALE	MAN FAIL
FAN MASTER	MAN FASTER
FAN MATE	MAN FATE
FAN ME	MAN FEE
FAN MEAL	MAN FEEL
FAN MERE	MAN FEAR
FAN MIGHT	MAN FIGHT
FAN MILE	MAN FILE
FAN MILL	MAN FILL
FAN MIND	MAN FIND
FAN MINE	MAN FINE
FAN MIX	MAN FIX
FAN MIXED	MAN FIXED
FAN MONEY	MAN FUNNY
FAN MOOD	MAN FOOD
FAN MORE	MAN FOR
FAN PACE	PAN FACE
FAN PAIR	PAN FAIR
FAN PALE	PAN FAIL
FAN PASSION	PAN FASHION
FAN PAST	PAN FAST
FAN PASTOR	PAN FASTER
FAN PEEL	PAN FEEL
FAN PEER	PAN FEAR
FAN PILE	PAN FILE
FAN PILL	PAN FILL
FAN PINE	PAN FINE
FAN PIT	PAN FIT
FAN PLEA	PAN FLEE
FAN POOL	PAN FOOL
FAN PORK	PAN FORK
FAN POSITION	PAN PHYSICIAN
FAN POUND	PAN FOUND
FAN POUR	PAN FOR
FAN PRAISE	PAN PHRASE
FAN PULL	PAN FULL
FAN PUT	PAN FOOT
FAN THAT	THAN FAT
FAN THEIR	THAN FAIR
FAN THERE	THAN FAIR
FAN VAST	VAN FAST
FAN VIEW	VAN FEW
FAN VIEWER	VAN FEWER
FAR BAKE	BAR FAKE
FAR BAN	BAR FAN
FAR BARE	BAR FAIR
FAR BARELY	BAR FAIRLY
FAR BASE	BAR FACE
FAR BAT	BAR FAT
FAR BE	BAR FEE
FAR BEAR	BAR FAIR
FAR BEE	BAR FEE
FAR BEER	BAR FEAR
FAR BILL	BAR FILL
FAR BIND	BAR FIND
FAR BIT	BAR FIT
FAR BITE	BAR FIGHT
FAR BLAME	BAR FLAME
FAR BLOOD	BAR FLOOD
FAR BLOW	BAR FLOW
FAR BOLD	BAR FOLD
FAR BONE	BAR PHONE
FAR BOTHER	BAR FATHER
FAR BREEZE	BAR FREEZE
FAR BROAD	BAR FRAUD
FAR BUCK	BAR FUCK
FAR BULL	BAR FULL
FAR BURST	BAR FIRST
FAR BUYER	BAR FIRE
FAR CAKE	CAR FAKE
FAR CAN	CAR FAN
FAR CARE	CAR FAIR
FAR CASE	CAR FACE
FAR CAST	CAR FAST
FAR CAT	CAR FAT
FAR CLAIM	CAR FLAME
FAR CLIP	CAR FLIP
FAR COLD	CAR FOLD
FAR COOL	CAR FOOL
FAR CORE	CAR FOR
FAR CORPS	CAR FOR
FAR COURSE	CAR FORCE
FAR CREEK	CAR FREAK
FAR CUE	CAR FEW
FAR JAIL	JAR FAIL
FAR JOKE	JAR FOLK
FAR KEY	CAR FEE
FAR KILL	CAR FILL
FAR KIND	CAR FIND
FAR KIT	CAR FIT
FARM CHAIR	CHARM FAIR
FARM CHASE	CHARM FACE
FARM CHAT	CHARM FAT
FARM CHEER	CHARM FEAR
FARM HAIR	HARM FAIR
FARM HAT	HARM FAT
FARM HATE	HARM FATE
FARM HE	HARM FEE
FARM HEAL	HARM FEEL
FARM HEAR	HARM FEAR
FARM HEEL	HARM FEEL
FARM HEIGHT	HARM FIGHT
FARM HENCE	HARM FENCE
FARM HERE	HARM FEAR
FARM HILL	HARM FILL
FARM HIRE	HARM FIRE
FARM HIT	HARM FIT
FARM HOLD	HARM FOLD
FARM HONEY	HARM FUNNY
FARM HORSE	HARM FORCE
FASHION PACE	PASSION FACE
FASHION PAIR	PASSION FAIR
FASHION PALE	PASSION FAIL
FASHION PAN	PASSION FAN
FASHION PAST	PASSION FAST
FASHION PASTOR	PASSION FASTER
FASHION PEEL	PASSION FEEL
FASHION PEER	PASSION FEAR
FASHION PILE	PASSION FILE
FASHION PILL	PASSION FILL
FASHION PINE	PASSION FINE
FASHION PIT	PASSION FIT
FASHION PLEA	PASSION FLEE
FASHION POOL	PASSION FOOL
FASHION PORK	PASSION FORK
FASHION POSITION	PASSION PHYSICIAN
FASHION POUND	PASSION FOUND
FASHION POUR	PASSION FOR
FASHION PRAISE	PASSION PHRASE
FASHION PULL	PASSION FULL
FASHION PUT	PASSION FOOT
FAST CAKE	CAST FAKE
FAST CAN	CAST FAN
FAST CAR	CAST FAR
FAST CARE	CAST FAIR
FAST CASE	CAST FACE
FAST CAT	CAST FAT
FAST CLAIM	CAST FLAME
FAST CLIP	CAST FLIP
FAST COLD	CAST FOLD
FAST COOL	CAST FOOL
FAST CORE	CAST FOR
FAST CORPS	CAST FOR
FAST COURSE	CAST FORCE
FAST CREEK	CAST FREAK
FAST CUE	CAST FEW
FAST KEY	CAST FEE
FAST KILL	CAST FILL
FAST KIND	CAST FIND
FAST KIT	CAST FIT
FAST LAKE	LAST FAKE
FAST LATE	LAST FATE
FAST LIAR	LAST FIRE
FAST LIGHT	LAST FIGHT
FAST LINE	LAST FINE
FAST LIST	LAST FIST
FAST LIVE	LAST FIVE
FAST LOAN	LAST PHONE
FAST LUCK	LAST FUCK
FAST PACE	PAST FACE
FAST PAIR	PAST FAIR
FAST PALE	PAST FAIL
FAST PAN	PAST FAN
FAST PASSION	PAST FASHION
FAST PASTOR	PAST FASTER
FAST PEEL	PAST FEEL
FAST PEER	PAST FEAR
FAST PILE	PAST FILE
FAST PILL	PAST FILL
FAST PINE	PAST FINE
FAST PIT	PAST FIT
FAST PLEA	PAST FLEE
FAST POOL	PAST FOOL
FAST PORK	PAST FORK
FAST POSITION	PAST PHYSICIAN
FAST POUND	PAST FOUND
FAST POUR	PAST FOR
FAST PRAISE	PAST PHRASE
FAST PULL	PAST FULL
FAST PUT	PAST FOOT
FAST VAN	VAST FAN
FAST VIEW	VAST FEW
FAST VIEWER	VAST FEWER
FASTER MAIL	MASTER FAIL
FASTER MAKE	MASTER FAKE
FASTER MALE	MASTER FAIL
FASTER MAN	MASTER FAN
FASTER MATE	MASTER FATE
FASTER ME	MASTER FEE
FASTER MEAL	MASTER FEEL
FASTER MERE	MASTER FEAR
FASTER MIGHT	MASTER FIGHT
FASTER MILE	MASTER FILE
FASTER MILL	MASTER FILL
FASTER MIND	MASTER FIND
FASTER MINE	MASTER FINE
FASTER MIX	MASTER FIX
FASTER MIXED	MASTER FIXED
FASTER MONEY	MASTER FUNNY
FASTER MOOD	MASTER FOOD
FASTER MORE	MASTER FOR
FASTER PACE	PASTOR FACE
FASTER PAIR	PASTOR FAIR
FASTER PALE	PASTOR FAIL
FASTER PAN	PASTOR FAN
FASTER PASSION	PASTOR FASHION
FASTER PAST	PASTOR FAST
FASTER PEEL	PASTOR FEEL
FASTER PEER	PASTOR FEAR
FASTER PILE	PASTOR FILE
FASTER PILL	PASTOR FILL
FASTER PINE	PASTOR FINE
FASTER PIT	PASTOR FIT
FASTER PLEA	PASTOR FLEE
FASTER POOL	PASTOR FOOL
FASTER PORK	PASTOR FORK
FASTER POSITION	PASTOR PHYSICIAN
FASTER POUND	PASTOR FOUND
FASTER POUR	PASTOR FOR
FASTER PRAISE	PASTOR PHRASE
FASTER PULL	PASTOR FULL
FASTER PUT	PASTOR FOOT
FAT BAKE	BAT FAKE
FAT BAN	BAT FAN
FAT BAR	BAT FAR
FAT BARE	BAT FAIR
FAT BARELY	BAT FAIRLY
FAT BASE	BAT FACE
FAT BE	BAT FEE
FAT BEAR	BAT FAIR
FAT BEE	BAT FEE
FAT BEER	BAT FEAR
FAT BILL	BAT FILL
FAT BIND	BAT FIND
FAT BIT	BAT FIT
FAT BITE	BAT FIGHT
FAT BLAME	BAT FLAME
FAT BLOOD	BAT FLOOD
FAT BLOW	BAT FLOW
FAT BOLD	BAT FOLD
FAT BONE	BAT PHONE
FAT BOTHER	BAT FATHER
FAT BREEZE	BAT FREEZE
FAT BROAD	BAT FRAUD
FAT BUCK	BAT FUCK
FAT BULL	BAT FULL
FAT BURST	BAT FIRST
FAT BUYER	BAT FIRE
FAT CAKE	CAT FAKE
FAT CAN	CAT FAN
FAT CAR	CAT FAR
FAT CARE	CAT FAIR
FAT CASE	CAT FACE
FAT CAST	CAT FAST
FAT CHAIR	CHAT FAIR
FAT CHARM	CHAT FARM
FAT CHASE	CHAT FACE
FAT CHEER	CHAT FEAR
FAT CLAIM	CAT FLAME
FAT CLIP	CAT FLIP
FAT COLD	CAT FOLD
FAT COOL	CAT FOOL
FAT CORE	CAT FOR
FAT CORPS	CAT FOR
FAT COURSE	CAT FORCE
FAT CREEK	CAT FREAK
FAT CUE	CAT FEW
FAT HAIR	HAT FAIR
FAT HARM	HAT FARM
FAT HATE	HAT FATE
FAT HE	HAT FEE
FAT HEAL	HAT FEEL
FAT HEAR	HAT FEAR
FAT HEEL	HAT FEEL
FAT HEIGHT	HAT FIGHT
FAT HENCE	HAT FENCE
FAT HERE	HAT FEAR
FAT HILL	HAT FILL
FAT HIRE	HAT FIRE
FAT HIT	HAT FIT
FAT HOLD	HAT FOLD
FAT HONEY	HAT FUNNY
FAT HORSE	HAT FORCE
FAT KEY	CAT FEE
FAT KILL	CAT FILL
FAT KIND	CAT FIND
FAT KIT	CAT FIT
FAT RACE	RAT FACE
FAT RAIL	RAT FAIL
FAT RAISE	RAT PHASE
FAT RARE	RAT FAIR
FAT RARELY	RAT FAIRLY
FAT RATE	RAT FATE
FAT REAL	RAT FEEL
FAT RIGHT	RAT FIGHT
